"","Site","year_month","Species","Abundance"
"1093","NR","2018 b","Sargocentron caudimaculatum",3
"1094","NR","2018 b","Sargocentron diadema",2
"1095","NR","2018 b","Scarus ferrugineus",1
"1096","NR","2018 b","Scarus fuscopurpureus",9
"1097","NR","2018 b","Scarus niger",5
"1098","NR","2018 b","Scolopsis ghanam",2
"1099","NR","2018 b","Siganus luridus",3
"1100","NR","2018 b","Stegastes lacrymatus",1
"1101","NR","2018 b","Sufflamen albicaudatum",4
"1102","NR","2018 b","Synodus variegatus",4
"1103","NR","2018 b","Thalassoma lunare",2
"1104","NR","2018 b","Thalassoma rueppellii",60
"1105","NR","2018 b","Trimma avidori",4
"1106","NR","2018 b","Variola louti",2
"1107","NR","2018 b","Zebrasoma desjardinii",2
"1108","NR","2018 b","Zebrasoma xanthurum",32
"1109","NR","2020 a","Abudefduf sexfasciatus",1
"1110","NR","2020 a","Abudefduf sordidus",1
"1111","NR","2020 a","Acanthurus nigrofuscus",23
"1112","NR","2020 a","Amphiprion bicinctus",3
"1113","NR","2020 a","Anampses meleagrides",1
"1114","NR","2020 a","Balistapus undulatus",2
"1115","NR","2020 a","Bodianus anthioides",4
"1116","NR","2020 a","Bodianus diana",1
"1117","NR","2020 a","Cantherhines pardalis",2
"1118","NR","2020 a","Centropyge multispinis",9
"1119","NR","2020 a","Cephalopholis hemistiktos",5
"1120","NR","2020 a","Cephalopholis miniata",17
"1121","NR","2020 a","Chaetodon austriacus",3
"1122","NR","2020 a","Chaetodon fasciatus",2
"1123","NR","2020 a","Chaetodon paucifasciatus",15
"1124","NR","2020 a","Chaetodon trifascialis",1
"1125","NR","2020 a","Cheilinus lunulatus",1
"1126","NR","2020 a","Cheilodipterus novemstriatus",81
"1127","NR","2020 a","Cheilodipterus quinquelineatus",4
"1128","NR","2020 a","Chlorurus sordidus",10
"1129","NR","2020 a","Chromis flavaxilla",2
"1130","NR","2020 a","Chromis viridis",673
"1131","NR","2020 a","Coris aygula",10
"1132","NR","2020 a","Coris caudimacula",3
"1133","NR","2020 a","Corythoichthys flavofasciatus",6
"1134","NR","2020 a","Corythoichthys nigripectus",2
"1135","NR","2020 a","Corythoichthys schultzi",13
"1136","NR","2020 a","Ctenochaetus striatus",17
"1137","NR","2020 a","Cyclichthys spilostylus",2
"1138","NR","2020 a","Dascyllus abudafur",4
"1139","NR","2020 a","Dascyllus marginatus",46
"1140","NR","2020 a","Dascyllus trimaculatus",1
"1141","NR","2020 a","Dunckerocampus multiannulatus",2
"1142","NR","2020 a","Ecsenius aroni",1
"1143","NR","2020 a","Ecsenius frontalis",11
"1144","NR","2020 a","Ecsenius gravieri",2
"1145","NR","2020 a","Epinephelus fasciatus",16
"1146","NR","2020 a","Eviota punyit",1
"1147","NR","2020 a","Gnatholepis anjerensis",2
"1148","NR","2020 a","Gobiodon citrinus",7
"1149","NR","2020 a","Gobiodon reticulatus",4
"1150","NR","2020 a","Gobiodon rivulatus",1
"1151","NR","2020 a","Gomphosus caeruleus",7
"1152","NR","2020 a","Grammistes sexlineatus",5
"1153","NR","2020 a","Hemigymnus sexfasciatus",1
"1154","NR","2020 a","Heniochus intermedius",6
"1155","NR","2020 a","Hipposcarus harid",3
"1156","NR","2020 a","Istigobius decoratus",30
"1157","NR","2020 a","Labroides dimidiatus",10
"1158","NR","2020 a","Larabicus quadrilineatus",5
"1159","NR","2020 a","Lethrinus borbonicus",1
"1160","NR","2020 a","Lethrinus mahsena",3
"1161","NR","2020 a","Lethrinus nebulosus",2
"1162","NR","2020 a","Meiacanthus nigrolineatus",1
"1163","NR","2020 a","Myripristis murdjan",1
"1164","NR","2020 a","Neopomacentrus miryae",296
"1165","NR","2020 a","Odonus niger",2
"1166","NR","2020 a","Ostorhinchus cyanosoma",60
"1167","NR","2020 a","Ostorhinchus nigrofasciatus",12
"1168","NR","2020 a","Ostracion cyanurus",1
"1169","NR","2020 a","Paracheilinus octotaenia",2
"1170","NR","2020 a","Parapercis hexophtalma",2
"1171","NR","2020 a","Parupeneus forsskali",10
"1172","NR","2020 a","Parupeneus macronemus",14
"1173","NR","2020 a","Pomacentrus sulfureus",7
"1174","NR","2020 a","Pomacentrus trichrourus",77
"1175","NR","2020 a","Pristiapogon exostigma",1
"1176","NR","2020 a","Pseudanthias squamipinnis",1026
"1177","NR","2020 a","Pseudocheilinus hexataenia",9
"1178","NR","2020 a","Pseudochromis fridmani",12
"1179","NR","2020 a","Pseudochromis olivaceus",20
"1180","NR","2020 a","Pseudochromis springeri",21
"1181","NR","2020 a","Pterois radiata",3
"1182","NR","2020 a","Pycnochromis dimidiatus",67
"1183","NR","2020 a","Sargocentron caudimaculatum",1
"1184","NR","2020 a","Sargocentron diadema",2
"1185","NR","2020 a","Sargocentron spiniferum",1
"1186","NR","2020 a","Scarus ferrugineus",3
"1187","NR","2020 a","Scarus fuscopurpureus",2
"1188","NR","2020 a","Scarus niger",1
"1189","NR","2020 a","Siganus luridus",1
"1190","NR","2020 a","Stethojulis albovittata",2
"1191","NR","2020 a","Sufflamen albicaudatum",2
"1192","NR","2020 a","Synodus variegatus",3
"1193","NR","2020 a","Thalassoma lunare",3
"1194","NR","2020 a","Thalassoma rueppellii",52
"1195","NR","2020 a","Trimma barralli",1
"1196","NR","2020 a","Variola louti",6
"1197","NR","2020 a","Zebrasoma desjardinii",1
"1198","NR","2020 a","Zebrasoma xanthurum",21
"1199","NR","2020 b","Acanthurus nigrofuscus",20
"1200","NR","2020 b","Aethaloperca rogaa",2
"1201","NR","2020 b","Alloblennius pictus",1
"1202","NR","2020 b","Amanses scopas",1
"1203","NR","2020 b","Amblyglyphidodon indicus",21
"1204","NR","2020 b","Amblygobius albimaculatus",20
"1205","NR","2020 b","Amphiprion bicinctus",5
"1206","NR","2020 b","Arothron diadematus",1
"1207","NR","2020 b","Atrosalarias fuscus",6
"1208","NR","2020 b","Balistapus undulatus",2
"1209","NR","2020 b","Bodianus anthioides",5
"1210","NR","2020 b","Bodianus axillaris",1
"1211","NR","2020 b","Bodianus diana",1
"1212","NR","2020 b","Caesio lunaris",20
"1213","NR","2020 b","Cantherhines pardalis",1
"1214","NR","2020 b","Centropyge multispinis",9
"1215","NR","2020 b","Cephalopholis argus",2
"1216","NR","2020 b","Cephalopholis hemistiktos",7
"1217","NR","2020 b","Cephalopholis miniata",28
"1218","NR","2020 b","Chaetodon austriacus",4
"1219","NR","2020 b","Chaetodon fasciatus",2
"1220","NR","2020 b","Chaetodon paucifasciatus",10
"1221","NR","2020 b","Cheilodipterus lachneri",10
"1222","NR","2020 b","Cheilodipterus novemstriatus",372
"1223","NR","2020 b","Cheilodipterus quinquelineatus",215
"1224","NR","2020 b","Chlorurus gibbus",1
"1225","NR","2020 b","Chlorurus sordidus",26
"1226","NR","2020 b","Chromis flavaxilla",19
"1227","NR","2020 b","Chromis viridis",1533
"1228","NR","2020 b","Chromis weberi",9
"1229","NR","2020 b","Cirrhitichthys oxycephalus",1
"1230","NR","2020 b","Coris aygula",7
"1231","NR","2020 b","Coris variegata",1
"1232","NR","2020 b","Corythoichthys flavofasciatus",8
"1233","NR","2020 b","Corythoichthys nigripectus",1
"1234","NR","2020 b","Corythoichthys schultzi",5
"1235","NR","2020 b","Ctenochaetus striatus",21
"1236","NR","2020 b","Dascyllus marginatus",105
"1237","NR","2020 b","Dascyllus trimaculatus",4
"1238","NR","2020 b","Ecsenius aroni",16
"1239","NR","2020 b","Ecsenius frontalis",19
"1240","NR","2020 b","Ecsenius gravieri",6
"1241","NR","2020 b","Ecsenius midas",1
"1242","NR","2020 b","Ecsenius nalolo",8
"1243","NR","2020 b","Epinephelus fasciatus",19
"1244","NR","2020 b","Epinephelus tauvina",2
"1245","NR","2020 b","Eviota guttata",27
"1246","NR","2020 b","Eviota prasina",1
"1247","NR","2020 b","Eviota punyit",2
"1248","NR","2020 b","Eviota zebrina",4
"1249","NR","2020 b","Gnatholepis anjerensis",27
"1250","NR","2020 b","Gobiodon citrinus",9
"1251","NR","2020 b","Gobiodon reticulatus",4
"1252","NR","2020 b","Gobiodon rivulatus",4
"1253","NR","2020 b","Gomphosus caeruleus",12
"1254","NR","2020 b","Grammistes sexlineatus",2
"1255","NR","2020 b","Gymnothorax undulatus",1
"1256","NR","2020 b","Halichoeres hortulanus",3
"1257","NR","2020 b","Heniochus intermedius",2
"1258","NR","2020 b","Hipposcarus harid",1
"1259","NR","2020 b","Istigobius decoratus",49
"1260","NR","2020 b","Koumansetta hectori",1
"1261","NR","2020 b","Labroides dimidiatus",12
"1262","NR","2020 b","Larabicus quadrilineatus",30
"1263","NR","2020 b","Lethrinus borbonicus",4
"1264","NR","2020 b","Lethrinus mahsena",3
"1265","NR","2020 b","Meiacanthus nigrolineatus",4
"1266","NR","2020 b","Monotaxis grandoculis",1
"1267","NR","2020 b","Mulloidichthys flavolineatus",2
"1268","NR","2020 b","Myrichthys maculosus",2
"1269","NR","2020 b","Myripristis murdjan",1
"1270","NR","2020 b","Nectamia annularis",4
"1271","NR","2020 b","Nectamia zebrina",2
"1272","NR","2020 b","Neopomacentrus miryae",148
"1273","NR","2020 b","Ostorhinchus cyanosoma",334
"1274","NR","2020 b","Ostorhinchus nigrofasciatus",8
"1275","NR","2020 b","Oxymonacanthus halli",1
"1276","NR","2020 b","Paracheilinus octotaenia",45
"1277","NR","2020 b","Paracirrhites forsteri",1
"1278","NR","2020 b","Paragobiodon echinocephalus",1
"1279","NR","2020 b","Parupeneus cyclostomus",5
"1280","NR","2020 b","Parupeneus forsskali",44
"1281","NR","2020 b","Parupeneus macronemus",18
"1282","NR","2020 b","Plagiotremus rhinorhynchos",1
"1283","NR","2020 b","Plagiotremus tapeinosoma",4
"1284","NR","2020 b","Pleurosicya micheli",3
"1285","NR","2020 b","Pomacentrus sulfureus",10
"1286","NR","2020 b","Pomacentrus trichrourus",65
"1287","NR","2020 b","Pristiapogon exostigma",21
"1288","NR","2020 b","Pseudanthias squamipinnis",2296
"1289","NR","2020 b","Pseudobalistes fuscus",2
"1290","NR","2020 b","Pseudocheilinus hexataenia",33
"1291","NR","2020 b","Pseudochromis fridmani",33
"1292","NR","2020 b","Pseudochromis olivaceus",36
"1293","NR","2020 b","Pseudochromis springeri",26
"1294","NR","2020 b","Pterois miles",5
"1295","NR","2020 b","Pterois radiata",5
"1296","NR","2020 b","Pycnochromis dimidiatus",124
"1297","NR","2020 b","Pygoplites diacanthus",2
"1298","NR","2020 b","Rhinecanthus assasi",3
"1299","NR","2020 b","Sargocentron caudimaculatum",3
"1300","NR","2020 b","Scarus ferrugineus",6
"1301","NR","2020 b","Scarus frenatus",1
"1302","NR","2020 b","Scarus fuscopurpureus",3
"1303","NR","2020 b","Scarus niger",2
"1304","NR","2020 b","Scarus spp.",1
"1305","NR","2020 b","Scolopsis ghanam",10
"1306","NR","2020 b","Siganus luridus",1
"1307","NR","2020 b","Stegastes lacrymatus",3
"1308","NR","2020 b","Sufflamen albicaudatum",3
"1309","NR","2020 b","Synodus variegatus",25
"1310","NR","2020 b","Thalassoma lunare",12
"1311","NR","2020 b","Thalassoma rueppellii",54
"1312","NR","2020 b","Trimma avidori",1
"1313","NR","2020 b","Variola louti",1
"1314","NR","2020 b","Zebrasoma desjardinii",5
"1315","NR","2020 b","Zebrasoma xanthurum",24
"1316","NR","2021 a","Abudefduf sexfasciatus",1
"1317","NR","2021 a","Abudefduf vaigiensis",4
"1318","NR","2021 a","Acanthurus nigrofuscus",9
"1319","NR","2021 a","Aethaloperca rogaa",2
"1320","NR","2021 a","Alloblennius pictus",1
"1321","NR","2021 a","Amblyglyphidodon flavilatus",3
"1322","NR","2021 a","Amblyglyphidodon indicus",1
"1323","NR","2021 a","Amphiprion bicinctus",4
"1324","NR","2021 a","Apolemichthys xanthotis",2
"1325","NR","2021 a","Arothron diadematus",1
"1326","NR","2021 a","Aspidontus tractus",2
"1327","NR","2021 a","Atrosalarias fuscus",3
"1328","NR","2021 a","Balistapus undulatus",1
"1329","NR","2021 a","Bodianus anthioides",5
"1330","NR","2021 a","Calotomus viridescens",6
"1331","NR","2021 a","Cantherhines pardalis",1
"1332","NR","2021 a","Centropyge multispinis",5
"1333","NR","2021 a","Cephalopholis hemistiktos",10
"1334","NR","2021 a","Cephalopholis miniata",19
"1335","NR","2021 a","Chaetodon austriacus",4
"1336","NR","2021 a","Chaetodon fasciatus",1
"1337","NR","2021 a","Chaetodon paucifasciatus",1
"1338","NR","2021 a","Chaetodon trifascialis",1
"1339","NR","2021 a","Cheilinus lunulatus",3
"1340","NR","2021 a","Cheilodipterus lachneri",20
"1341","NR","2021 a","Cheilodipterus novemstriatus",230
"1342","NR","2021 a","Cheilodipterus quinquelineatus",57
"1343","NR","2021 a","Chromis flavaxilla",52
"1344","NR","2021 a","Chromis viridis",2129
"1345","NR","2021 a","Chromis weberi",22
"1346","NR","2021 a","Cirrhitichthys oxycephalus",1
"1347","NR","2021 a","Coris aygula",9
"1348","NR","2021 a","Coris caudimacula",5
"1349","NR","2021 a","Coris variegata",1
"1350","NR","2021 a","Corythoichthys flavofasciatus",5
"1351","NR","2021 a","Corythoichthys nigripectus",2
"1352","NR","2021 a","Corythoichthys schultzi",5
"1353","NR","2021 a","Ctenochaetus striatus",16
"1354","NR","2021 a","Cyclichthys spilostylus",1
"1355","NR","2021 a","Dascyllus abudafur",1
"1356","NR","2021 a","Dascyllus marginatus",45
"1357","NR","2021 a","Dascyllus trimaculatus",5
"1358","NR","2021 a","Decapterus macarellus",4
"1359","NR","2021 a","Ecsenius aroni",15
"1360","NR","2021 a","Ecsenius frontalis",82
"1361","NR","2021 a","Ecsenius gravieri",25
"1362","NR","2021 a","Ecsenius nalolo",31
"1363","NR","2021 a","Epinephelus fasciatus",14
"1364","NR","2021 a","Epinephelus tauvina",4
"1365","NR","2021 a","Eviota guttata",36
"1366","NR","2021 a","Eviota prasina",3
"1367","NR","2021 a","Eviota punyit",8
"1368","NR","2021 a","Eviota zebrina",4
"1369","NR","2021 a","Fusigobius longispinus",1
"1370","NR","2021 a","Gnatholepis anjerensis",13
"1371","NR","2021 a","Gobiodon citrinus",8
"1372","NR","2021 a","Gobiodon reticulatus",29
"1373","NR","2021 a","Gobiodon rivulatus",5
"1374","NR","2021 a","Gomphosus caeruleus",5
"1375","NR","2021 a","Grammistes sexlineatus",1
"1376","NR","2021 a","Gymnothorax flavimarginatus",1
"1377","NR","2021 a","Gymnothorax undulatus",1
"1378","NR","2021 a","Hemigymnus sexfasciatus",1
"1379","NR","2021 a","Heniochus intermedius",5
"1380","NR","2021 a","Hipposcarus harid",3
"1381","NR","2021 a","Hologymnosus annulatus",5
"1382","NR","2021 a","Istigobius decoratus",16
"1383","NR","2021 a","Labroides dimidiatus",10
"1384","NR","2021 a","Lethrinus borbonicus",1
"1385","NR","2021 a","Lethrinus mahsena",2
"1386","NR","2021 a","Lethrinus obsoletus",2
"1387","NR","2021 a","Lotilia graciliosa",1
"1388","NR","2021 a","Macropharyngodon marisrubri",1
"1389","NR","2021 a","Meiacanthus nigrolineatus",12
"1390","NR","2021 a","Mulloidichthys flavolineatus",4
"1391","NR","2021 a","Myripristis murdjan",1
"1392","NR","2021 a","Neoglyphidodon melas",2
"1393","NR","2021 a","Neopomacentrus miryae",611
"1394","NR","2021 a","Ostorhinchus cyanosoma",130
"1395","NR","2021 a","Ostorhinchus nigrofasciatus",26
"1396","NR","2021 a","Ostracion cyanurus",1
"1397","NR","2021 a","Paracheilinus octotaenia",12
"1398","NR","2021 a","Parapercis hexophtalma",1
"1399","NR","2021 a","Parupeneus cyclostomus",3
"1400","NR","2021 a","Parupeneus forsskali",35
"1401","NR","2021 a","Parupeneus macronemus",18
"1402","NR","2021 a","Petroscirtes mitratus",1
"1403","NR","2021 a","Plagiotremus rhinorhynchos",1
"1404","NR","2021 a","Plagiotremus tapeinosoma",7
"1405","NR","2021 a","Pleurosicya micheli",2
"1406","NR","2021 a","Pomacanthus imperator",1
"1407","NR","2021 a","Pomacentrus sulfureus",9
"1408","NR","2021 a","Pomacentrus trichrourus",321
"1409","NR","2021 a","Pristiapogon exostigma",37
"1410","NR","2021 a","Pseudanthias squamipinnis",2606
"1411","NR","2021 a","Pseudocheilinus hexataenia",36
"1412","NR","2021 a","Pseudochromis fridmani",34
"1413","NR","2021 a","Pseudochromis olivaceus",33
"1414","NR","2021 a","Pseudochromis springeri",25
"1415","NR","2021 a","Pterois miles",5
"1416","NR","2021 a","Pterois radiata",2
"1417","NR","2021 a","Pycnochromis dimidiatus",151
"1418","NR","2021 a","Sargocentron caudimaculatum",5
"1419","NR","2021 a","Sargocentron diadema",1
"1420","NR","2021 a","Saurida gracilis",3
"1421","NR","2021 a","Scarus ferrugineus",3
"1422","NR","2021 a","Scarus fuscopurpureus",2
"1423","NR","2021 a","Scarus niger",1
"1424","NR","2021 a","Scolopsis ghanam",9
"1425","NR","2021 a","Sebastapistes cyanostigma",3
"1426","NR","2021 a","Siganus luridus",1
"1427","NR","2021 a","Stegastes lacrymatus",3
"1428","NR","2021 a","Stethojulis albovittata",3
"1429","NR","2021 a","Sufflamen albicaudatum",1
"1430","NR","2021 a","Synodus variegatus",25
"1431","NR","2021 a","Thalassoma lunare",4
"1432","NR","2021 a","Thalassoma rueppellii",210
"1433","NR","2021 a","Trimma avidori",2
"1434","NR","2021 a","Trimma barralli",1
"1435","NR","2021 a","Variola louti",2
"1436","NR","2021 a","Zebrasoma desjardinii",2
"1437","NR","2021 a","Zebrasoma xanthurum",20
"1438","NR","2022 b","Acanthurus nigrofuscus",16
"1439","NR","2022 b","Aethaloperca rogaa",4
"1440","NR","2022 b","Alloblennius pictus",1
"1441","NR","2022 b","Amblyglyphidodon flavilatus",2
"1442","NR","2022 b","Amblyglyphidodon indicus",140
"1443","NR","2022 b","Amblygobius albimaculatus",1
"1444","NR","2022 b","Amphiprion bicinctus",3
"1445","NR","2022 b","Anampses twistii",1
"1446","NR","2022 b","Apolemichthys xanthotis",1
"1447","NR","2022 b","Arothron diadematus",5
"1448","NR","2022 b","Balistapus undulatus",2
"1449","NR","2022 b","Bodianus anthioides",2
"1450","NR","2022 b","Caesio suevica",1
"1451","NR","2022 b","Calotomus viridescens",5
"1452","NR","2022 b","Centropyge multispinis",16
"1453","NR","2022 b","Cephalopholis hemistiktos",5
"1454","NR","2022 b","Cephalopholis miniata",20
"1455","NR","2022 b","Cetoscarus bicolor",1
"1456","NR","2022 b","Chaetodon auriga",1
"1457","NR","2022 b","Chaetodon austriacus",2
"1458","NR","2022 b","Chaetodon fasciatus",11
"1459","NR","2022 b","Chaetodon paucifasciatus",6
"1460","NR","2022 b","Cheilodipterus lachneri",12
"1461","NR","2022 b","Cheilodipterus macrodon",1
"1462","NR","2022 b","Cheilodipterus novemstriatus",755
"1463","NR","2022 b","Cheilodipterus quinquelineatus",63
"1464","NR","2022 b","Chlorurus gibbus",2
"1465","NR","2022 b","Chlorurus sordidus",2
"1466","NR","2022 b","Chromis flavaxilla",16
"1467","NR","2022 b","Chromis viridis",1283
"1468","NR","2022 b","Chromis weberi",1
"1469","NR","2022 b","Coris aygula",1
"1470","NR","2022 b","Coris caudimacula",3
"1471","NR","2022 b","Coris variegata",2
"1472","NR","2022 b","Corythoichthys flavofasciatus",9
"1473","NR","2022 b","Corythoichthys nigripectus",1
"1474","NR","2022 b","Corythoichthys schultzi",2
"1475","NR","2022 b","Ctenochaetus striatus",14
"1476","NR","2022 b","Dascyllus abudafur",1
"1477","NR","2022 b","Dascyllus marginatus",61
"1478","NR","2022 b","Dascyllus trimaculatus",4
"1479","NR","2022 b","Dunckerocampus multiannulatus",1
"1480","NR","2022 b","Ecsenius frontalis",17
"1481","NR","2022 b","Ecsenius gravieri",8
"1482","NR","2022 b","Ecsenius nalolo",1
"1483","NR","2022 b","Epinephelus fasciatus",4
"1484","NR","2022 b","Epinephelus tauvina",3
"1485","NR","2022 b","Eviota guttata",23
"1486","NR","2022 b","Eviota prasina",11
"1487","NR","2022 b","Eviota punyit",53
"1488","NR","2022 b","Eviota zebrina",11
"1489","NR","2022 b","Fusigobius longispinus",4
"1490","NR","2022 b","Fusigobius neophytus",29
"1491","NR","2022 b","Gnatholepis anjerensis",106
"1492","NR","2022 b","Gobiodon citrinus",1
"1493","NR","2022 b","Gobiodon reticulatus",8
"1494","NR","2022 b","Halichoeres hortulanus",1
"1495","NR","2022 b","Heniochus intermedius",2
"1496","NR","2022 b","Hipposcarus harid",2
"1497","NR","2022 b","Istigobius decoratus",30
"1498","NR","2022 b","Labroides dimidiatus",17
"1499","NR","2022 b","Larabicus quadrilineatus",19
"1500","NR","2022 b","Lethrinus borbonicus",2
"1501","NR","2022 b","Lotilia graciliosa",1
"1502","NR","2022 b","Meiacanthus nigrolineatus",2
"1503","NR","2022 b","Myrichthys maculosus",1
"1504","NR","2022 b","Myripristis murdjan",2
"1505","NR","2022 b","Nectamia annularis",1
"1506","NR","2022 b","Neopomacentrus miryae",196
"1507","NR","2022 b","Odonus niger",2
"1508","NR","2022 b","Ostorhinchus cyanosoma",1125
"1509","NR","2022 b","Ostorhinchus nigrofasciatus",10
"1510","NR","2022 b","Ostracion cubicum",2
"1511","NR","2022 b","Paracheilinus octotaenia",7
"1512","NR","2022 b","Parupeneus cyclostomus",1
"1513","NR","2022 b","Parupeneus forsskali",26
"1514","NR","2022 b","Parupeneus macronemus",1
"1515","NR","2022 b","Plagiotremus tapeinosoma",3
"1516","NR","2022 b","Pleurosicya micheli",1
"1517","NR","2022 b","Pomacentrus sulfureus",5
"1518","NR","2022 b","Pomacentrus trichrourus",97
"1519","NR","2022 b","Pristiapogon exostigma",24
"1520","NR","2022 b","Pseudanthias squamipinnis",2903
"1521","NR","2022 b","Pseudocheilinus hexataenia",28
"1522","NR","2022 b","Pseudochromis fridmani",102
"1523","NR","2022 b","Pseudochromis olivaceus",35
"1524","NR","2022 b","Pseudochromis springeri",23
"1525","NR","2022 b","Pterois miles",3
"1526","NR","2022 b","Pterois radiata",4
"1527","NR","2022 b","Pycnochromis dimidiatus",101
"1528","NR","2022 b","Rhinecanthus assasi",2
"1529","NR","2022 b","Sargocentron caudimaculatum",5
"1530","NR","2022 b","Saurida gracilis",2
"1531","NR","2022 b","Scarus collana",1
"1532","NR","2022 b","Scarus ferrugineus",7
"1533","NR","2022 b","Scarus fuscopurpureus",2
"1534","NR","2022 b","Scarus niger",3
"1535","NR","2022 b","Scarus psittacus",1
"1536","NR","2022 b","Scolopsis ghanam",5
"1537","NR","2022 b","Scorpaenopsis diabolus",1
"1538","NR","2022 b","Siganus luridus",3
"1539","NR","2022 b","Stethojulis albovittata",1
"1540","NR","2022 b","Synodus variegatus",5
"1541","NR","2022 b","Thalassoma lunare",1
"1542","NR","2022 b","Thalassoma rueppellii",53
"1543","NR","2022 b","Trimma avidori",4
"1544","NR","2022 b","Trimma flavicaudatum",1
"1545","NR","2022 b","Tripterygiidae sp.",1
"1546","NR","2022 b","Variola louti",4
"1547","NR","2022 b","Zebrasoma desjardinii",1
"1548","NR","2022 b","Zebrasoma xanthurum",26
"1549","North beach","2020 b","Acanthurus nigrofuscus",1
"1550","North beach","2020 b","Amanses scopas",1
"1551","North beach","2020 b","Amblyglyphidodon flavilatus",1
"1552","North beach","2020 b","Amblyglyphidodon indicus",3
"1553","North beach","2020 b","Amblygobius albimaculatus",1
"1554","North beach","2020 b","Amphiprion bicinctus",4
"1555","North beach","2020 b","Blenniella periophthalmus",1
"1556","North beach","2020 b","Bodianus diana",2
"1557","North beach","2020 b","Caesio lunaris",11
"1558","North beach","2020 b","Canthigaster margaritata",1
"1559","North beach","2020 b","Cephalopholis hemistiktos",1
"1560","North beach","2020 b","Cephalopholis miniata",3
"1561","North beach","2020 b","Chaetodon paucifasciatus",2
"1562","North beach","2020 b","Cheilodipterus lachneri",6
"1563","North beach","2020 b","Cheilodipterus novemstriatus",257
"1564","North beach","2020 b","Cheilodipterus quinquelineatus",1
"1565","North beach","2020 b","Chlorurus gibbus",2
"1566","North beach","2020 b","Chlorurus sordidus",1
"1567","North beach","2020 b","Chromis flavaxilla",3
"1568","North beach","2020 b","Chromis viridis",150
"1569","North beach","2020 b","Coris caudimacula",4
"1570","North beach","2020 b","Ctenochaetus striatus",6
"1571","North beach","2020 b","Dascyllus marginatus",1
"1572","North beach","2020 b","Dascyllus trimaculatus",24
"1573","North beach","2020 b","Ecsenius frontalis",11
"1574","North beach","2020 b","Ecsenius gravieri",4
"1575","North beach","2020 b","Eviota guttata",2
"1576","North beach","2020 b","Eviota punyit",12
"1577","North beach","2020 b","Eviota zebrina",2
"1578","North beach","2020 b","Gnatholepis anjerensis",10
"1579","North beach","2020 b","Gobiodon citrinus",2
"1580","North beach","2020 b","Gymnothorax nudivomer",1
"1581","North beach","2020 b","Labroides dimidiatus",1
"1582","North beach","2020 b","Larabicus quadrilineatus",2
"1583","North beach","2020 b","Lethrinus borbonicus",2
"1584","North beach","2020 b","Meiacanthus nigrolineatus",4
"1585","North beach","2020 b","Mulloidichthys flavolineatus",1
"1586","North beach","2020 b","Myripristis murdjan",9
"1587","North beach","2020 b","Neopomacentrus miryae",28
"1588","North beach","2020 b","Ostorhinchus cyanosoma",871
"1589","North beach","2020 b","Ostorhinchus fleurieu",845
"1590","North beach","2020 b","Ostorhinchus nigrofasciatus",1
"1591","North beach","2020 b","Paracheilinus octotaenia",1
"1592","North beach","2020 b","Parapercis hexophtalma",1
"1593","North beach","2020 b","Parupeneus cyclostomus",10
"1594","North beach","2020 b","Parupeneus forsskali",8
"1595","North beach","2020 b","Parupeneus macronemus",1
"1596","North beach","2020 b","Pleurosicya micheli",2
"1597","North beach","2020 b","Pomacentrus trichrourus",11
"1598","North beach","2020 b","Pseudanthias squamipinnis",29
"1599","North beach","2020 b","Pseudochromis flavivertex",1
"1600","North beach","2020 b","Pseudochromis fridmani",1
"1601","North beach","2020 b","Pseudochromis olivaceus",1
"1602","North beach","2020 b","Pseudochromis springeri",10
"1603","North beach","2020 b","Pterois miles",16
"1604","North beach","2020 b","Pycnochromis dimidiatus",2
"1605","North beach","2020 b","Sargocentron diadema",25
"1606","North beach","2020 b","Saurida gracilis",1
"1607","North beach","2020 b","Scarus ferrugineus",1
"1608","North beach","2020 b","Scarus fuscopurpureus",2
"1609","North beach","2020 b","Scolopsis ghanam",21
"1610","North beach","2020 b","Sufflamen albicaudatum",1
"1611","North beach","2020 b","Synodus variegatus",5
"1612","North beach","2020 b","Thalassoma rueppellii",5
"1613","North beach","2020 b","Trimma avidori",3
"1614","North beach","2020 b","Zebrasoma desjardinii",2
"1615","North beach","2020 b","Zebrasoma xanthurum",1
"1616","Princess","2018 b","Abudefduf sexfasciatus",8
"1617","Princess","2018 b","Abudefduf vaigiensis",36
"1618","Princess","2018 b","Acanthurus nigrofuscus",22
"1619","Princess","2018 b","Aethaloperca rogaa",2
"1620","Princess","2018 b","Amblyglyphidodon indicus",8
"1621","Princess","2018 b","Amphiprion bicinctus",10
"1622","Princess","2018 b","Atrosalarias fuscus",3
"1623","Princess","2018 b","Bodianus diana",2
"1624","Princess","2018 b","Caesio varilineata",3
"1625","Princess","2018 b","Calotomus viridescens",6
"1626","Princess","2018 b","Canthigaster pygmaea",1
"1627","Princess","2018 b","Centropyge multispinis",14
"1628","Princess","2018 b","Cephalopholis argus",2
"1629","Princess","2018 b","Cephalopholis hemistiktos",9
"1630","Princess","2018 b","Cephalopholis miniata",13
"1631","Princess","2018 b","Cetoscarus bicolor",1
"1632","Princess","2018 b","Chaetodon auriga",3
"1633","Princess","2018 b","Chaetodon austriacus",4
"1634","Princess","2018 b","Chaetodon fasciatus",1
"1635","Princess","2018 b","Chaetodon paucifasciatus",28
"1636","Princess","2018 b","Chaetodon trifascialis",3
