"","Site","Knoll","year_month","Species","Abundance"
"3507","Katza","5","2020 b","Eviota guttata",3
"3508","Katza","5","2020 b","Gomphosus caeruleus",1
"3509","Katza","5","2020 b","Ostorhinchus cyanosoma",30
"3510","Katza","5","2020 b","Ostracion cyanurus",1
"3511","Katza","5","2020 b","Parupeneus forsskali",1
"3512","Katza","5","2020 b","Pomacentrus trichrourus",1
"3513","Katza","5","2020 b","Thalassoma rueppellii",5
"3514","Katza","5","2021 a","Cephalopholis hemistiktos",1
"3515","Katza","5","2021 a","Ecsenius nalolo",1
"3516","Katza","5","2021 a","Eviota guttata",1
"3517","Katza","5","2021 a","Gymnothorax undulatus",1
"3518","Katza","5","2021 a","Parupeneus forsskali",2
"3519","Katza","5","2021 a","Pomacentrus trichrourus",2
"3520","Katza","5","2021 a","Pycnochromis dimidiatus",1
"3521","Katza","5","2021 a","Thalassoma rueppellii",14
"3522","Katza","5","2022 b","Amblyglyphidodon indicus",1
"3523","Katza","5","2022 b","Cephalopholis hemistiktos",2
"3524","Katza","5","2022 b","Cheilodipterus novemstriatus",21
"3525","Katza","5","2022 b","Dascyllus trimaculatus",1
"3526","Katza","5","2022 b","Eviota punyit",1
"3527","Katza","5","2022 b","Ostorhinchus cyanosoma",18
"3528","Katza","5","2022 b","Parupeneus forsskali",1
"3529","Katza","5","2022 b","Pseudochromis olivaceus",1
"3530","Katza","5","2022 b","Pycnochromis dimidiatus",2
"3531","Katza","6","2018 b","Acanthurus nigrofuscus",6
"3532","Katza","6","2018 b","Amblyglyphidodon flavilatus",2
"3533","Katza","6","2018 b","Amblyglyphidodon indicus",5
"3534","Katza","6","2018 b","Amblygobius albimaculatus",2
"3535","Katza","6","2018 b","Cheilodipterus novemstriatus",7
"3536","Katza","6","2018 b","Cheilodipterus quinquelineatus",2
"3537","Katza","6","2018 b","Chlorurus sordidus",1
"3538","Katza","6","2018 b","Chromis viridis",100
"3539","Katza","6","2018 b","Corythoichthys flavofasciatus",6
"3540","Katza","6","2018 b","Ctenochaetus striatus",1
"3541","Katza","6","2018 b","Dascyllus trimaculatus",3
"3542","Katza","6","2018 b","Ecsenius frontalis",1
"3543","Katza","6","2018 b","Ecsenius nalolo",3
"3544","Katza","6","2018 b","Gnatholepis anjerensis",2
"3545","Katza","6","2018 b","Istigobius decoratus",24
"3546","Katza","6","2018 b","Nectamia annularis",2
"3547","Katza","6","2018 b","Neopomacentrus miryae",16
"3548","Katza","6","2018 b","Ostorhinchus cyanosoma",127
"3549","Katza","6","2018 b","Parupeneus forsskali",3
"3550","Katza","6","2018 b","Pomacentrus sulfureus",1
"3551","Katza","6","2018 b","Pomacentrus trichrourus",14
"3552","Katza","6","2018 b","Pseudanthias squamipinnis",1
"3553","Katza","6","2018 b","Pseudocheilinus evanidus",1
"3554","Katza","6","2018 b","Pseudocheilinus hexataenia",5
"3555","Katza","6","2018 b","Pycnochromis dimidiatus",4
"3556","Katza","6","2018 b","Sargocentron caudimaculatum",1
"3557","Katza","6","2018 b","Sargocentron diadema",1
"3558","Katza","6","2018 b","Scarus ferrugineus",1
"3559","Katza","6","2018 b","Scolopsis ghanam",1
"3560","Katza","6","2018 b","Siganus luridus",1
"3561","Katza","6","2018 b","Thalassoma rueppellii",4
"3562","Katza","6","2018 b","Zebrasoma desjardinii",1
"3563","Katza","6","2018 b","Zebrasoma xanthurum",1
"3564","Katza","6","2020 a","Acanthurus nigrofuscus",2
"3565","Katza","6","2020 a","Cheilodipterus novemstriatus",7
"3566","Katza","6","2020 a","Chromis viridis",30
"3567","Katza","6","2020 a","Corythoichthys flavofasciatus",4
"3568","Katza","6","2020 a","Dascyllus marginatus",6
"3569","Katza","6","2020 a","Dascyllus trimaculatus",8
"3570","Katza","6","2020 a","Ecsenius gravieri",1
"3571","Katza","6","2020 a","Gnatholepis anjerensis",1
"3572","Katza","6","2020 a","Gobiodon citrinus",1
"3573","Katza","6","2020 a","Gomphosus caeruleus",1
"3574","Katza","6","2020 a","Istigobius decoratus",1
"3575","Katza","6","2020 a","Myripristis murdjan",1
"3576","Katza","6","2020 a","Neopomacentrus miryae",40
"3577","Katza","6","2020 a","Ostorhinchus cyanosoma",6
"3578","Katza","6","2020 a","Pomacentrus sulfureus",2
"3579","Katza","6","2020 a","Pomacentrus trichrourus",4
"3580","Katza","6","2020 a","Pseudanthias squamipinnis",5
"3581","Katza","6","2020 a","Pseudocheilinus hexataenia",1
"3582","Katza","6","2020 a","Pycnochromis dimidiatus",2
"3583","Katza","6","2020 a","Sufflamen albicaudatum",2
"3584","Katza","6","2020 a","Synodus variegatus",1
"3585","Katza","6","2020 a","Thalassoma rueppellii",9
"3586","Katza","6","2020 a","Zebrasoma xanthurum",7
"3587","Katza","6","2020 b","Abudefduf vaigiensis",2
"3588","Katza","6","2020 b","Amblyglyphidodon indicus",1
"3589","Katza","6","2020 b","Amblygobius albimaculatus",1
"3590","Katza","6","2020 b","Cephalopholis miniata",2
"3591","Katza","6","2020 b","Chaetodon trifascialis",1
"3592","Katza","6","2020 b","Cheilodipterus novemstriatus",180
"3593","Katza","6","2020 b","Chlorurus gibbus",1
"3594","Katza","6","2020 b","Chromis viridis",100
"3595","Katza","6","2020 b","Cirripectes castaneus",1
"3596","Katza","6","2020 b","Coris aygula",1
"3597","Katza","6","2020 b","Corythoichthys flavofasciatus",2
"3598","Katza","6","2020 b","Ctenochaetus striatus",2
"3599","Katza","6","2020 b","Dascyllus trimaculatus",5
"3600","Katza","6","2020 b","Ecsenius frontalis",4
"3601","Katza","6","2020 b","Ecsenius gravieri",1
"3602","Katza","6","2020 b","Ecsenius nalolo",1
"3603","Katza","6","2020 b","Eviota guttata",2
"3604","Katza","6","2020 b","Exallias brevis",1
"3605","Katza","6","2020 b","Gnatholepis anjerensis",1
"3606","Katza","6","2020 b","Gobiodon citrinus",3
"3607","Katza","6","2020 b","Gobiodon reticulatus",3
"3608","Katza","6","2020 b","Istigobius decoratus",11
"3609","Katza","6","2020 b","Neopomacentrus miryae",30
"3610","Katza","6","2020 b","Ostorhinchus cyanosoma",190
"3611","Katza","6","2020 b","Ostorhinchus nigrofasciatus",1
"3612","Katza","6","2020 b","Parupeneus forsskali",23
"3613","Katza","6","2020 b","Pomacentrus sulfureus",3
"3614","Katza","6","2020 b","Pomacentrus trichrourus",6
"3615","Katza","6","2020 b","Pseudanthias squamipinnis",5
"3616","Katza","6","2020 b","Pseudocheilinus hexataenia",3
"3617","Katza","6","2020 b","Pseudochromis olivaceus",4
"3618","Katza","6","2020 b","Pycnochromis dimidiatus",2
"3619","Katza","6","2020 b","Scarus fuscopurpureus",1
"3620","Katza","6","2020 b","Siganus luridus",1
"3621","Katza","6","2020 b","Stegastes lacrymatus",1
"3622","Katza","6","2020 b","Synodus variegatus",3
"3623","Katza","6","2020 b","Thalassoma rueppellii",9
"3624","Katza","6","2020 b","Zebrasoma xanthurum",2
"3625","Katza","6","2021 a","Abudefduf vaigiensis",1
"3626","Katza","6","2021 a","Acanthurus nigrofuscus",1
"3627","Katza","6","2021 a","Amblyglyphidodon indicus",2
"3628","Katza","6","2021 a","Aspidontus tractus",1
"3629","Katza","6","2021 a","Atrosalarias fuscus",1
"3630","Katza","6","2021 a","Cheilodipterus quinquelineatus",60
"3631","Katza","6","2021 a","Chromis viridis",110
"3632","Katza","6","2021 a","Coris aygula",1
"3633","Katza","6","2021 a","Corythoichthys schultzi",3
"3634","Katza","6","2021 a","Dascyllus trimaculatus",5
"3635","Katza","6","2021 a","Ecsenius aroni",5
"3636","Katza","6","2021 a","Ecsenius frontalis",4
"3637","Katza","6","2021 a","Gobiodon citrinus",2
"3638","Katza","6","2021 a","Gomphosus caeruleus",1
"3639","Katza","6","2021 a","Istigobius decoratus",11
"3640","Katza","6","2021 a","Labroides dimidiatus",1
"3641","Katza","6","2021 a","Meiacanthus nigrolineatus",1
"3642","Katza","6","2021 a","Neopomacentrus miryae",75
"3643","Katza","6","2021 a","Ostorhinchus cyanosoma",20
"3644","Katza","6","2021 a","Parupeneus forsskali",1
"3645","Katza","6","2021 a","Plagiotremus rhinorhynchos",1
"3646","Katza","6","2021 a","Plagiotremus tapeinosoma",2
"3647","Katza","6","2021 a","Pomacentrus sulfureus",5
"3648","Katza","6","2021 a","Pomacentrus trichrourus",22
"3649","Katza","6","2021 a","Pseudanthias squamipinnis",5
"3650","Katza","6","2021 a","Pseudocheilinus hexataenia",2
"3651","Katza","6","2021 a","Pseudochromis olivaceus",3
"3652","Katza","6","2021 a","Pycnochromis dimidiatus",3
"3653","Katza","6","2021 a","Scarus ferrugineus",1
"3654","Katza","6","2021 a","Scarus frenatus",1
"3655","Katza","6","2021 a","Siganus luridus",1
"3656","Katza","6","2021 a","Stegastes lacrymatus",1
"3657","Katza","6","2021 a","Synodus variegatus",3
"3658","Katza","6","2021 a","Thalassoma rueppellii",38
"3659","Katza","6","2021 a","Zebrasoma xanthurum",5
"3660","Katza","6","2022 b","Acanthurus nigrofuscus",3
"3661","Katza","6","2022 b","Alloblennius pictus",1
"3662","Katza","6","2022 b","Amblyglyphidodon indicus",7
"3663","Katza","6","2022 b","Caesio lunaris",2
"3664","Katza","6","2022 b","Cephalopholis miniata",1
"3665","Katza","6","2022 b","Cheilodipterus quinquelineatus",2
"3666","Katza","6","2022 b","Chlorurus sordidus",1
"3667","Katza","6","2022 b","Chromis pembae",1
"3668","Katza","6","2022 b","Chromis viridis",320
"3669","Katza","6","2022 b","Cirripectes castaneus",1
"3670","Katza","6","2022 b","Coris aygula",1
"3671","Katza","6","2022 b","Corythoichthys flavofasciatus",4
"3672","Katza","6","2022 b","Ctenochaetus striatus",1
"3673","Katza","6","2022 b","Dascyllus trimaculatus",6
"3674","Katza","6","2022 b","Ecsenius frontalis",1
"3675","Katza","6","2022 b","Ecsenius nalolo",1
"3676","Katza","6","2022 b","Eviota guttata",5
"3677","Katza","6","2022 b","Eviota prasina",2
"3678","Katza","6","2022 b","Eviota punyit",1
"3679","Katza","6","2022 b","Gobiodon citrinus",2
"3680","Katza","6","2022 b","Istigobius decoratus",4
"3681","Katza","6","2022 b","Larabicus quadrilineatus",2
"3682","Katza","6","2022 b","Neopomacentrus miryae",6
"3683","Katza","6","2022 b","Ostracion cubicum",1
"3684","Katza","6","2022 b","Parupeneus forsskali",3
"3685","Katza","6","2022 b","Pomacentrus sulfureus",5
"3686","Katza","6","2022 b","Pomacentrus trichrourus",6
"3687","Katza","6","2022 b","Pseudanthias squamipinnis",6
"3688","Katza","6","2022 b","Pseudocheilinus hexataenia",2
"3689","Katza","6","2022 b","Pycnochromis dimidiatus",4
"3690","Katza","6","2022 b","Sargocentron diadema",1
"3691","Katza","6","2022 b","Saurida gracilis",3
"3692","Katza","6","2022 b","Stegastes lacrymatus",1
"3693","Katza","6","2022 b","Thalassoma rueppellii",5
"3694","Katza","6","2022 b","Tylosurus choram",3
"3695","Katza","7","2018 b","Abudefduf vaigiensis",4
"3696","Katza","7","2018 b","Acanthurus nigrofuscus",1
"3697","Katza","7","2018 b","Amblyglyphidodon indicus",1
"3698","Katza","7","2018 b","Centropyge multispinis",1
"3699","Katza","7","2018 b","Chaetodon paucifasciatus",1
"3700","Katza","7","2018 b","Cheilodipterus novemstriatus",6
"3701","Katza","7","2018 b","Cheilodipterus quinquelineatus",2
"3702","Katza","7","2018 b","Chromis viridis",100
"3703","Katza","7","2018 b","Cirripectes castaneus",1
"3704","Katza","7","2018 b","Coris caudimacula",1
"3705","Katza","7","2018 b","Corythoichthys flavofasciatus",1
"3706","Katza","7","2018 b","Dascyllus trimaculatus",3
"3707","Katza","7","2018 b","Ecsenius frontalis",3
"3708","Katza","7","2018 b","Gnatholepis anjerensis",2
"3709","Katza","7","2018 b","Gobiodon citrinus",2
"3710","Katza","7","2018 b","Istigobius decoratus",12
"3711","Katza","7","2018 b","Neopomacentrus miryae",30
"3712","Katza","7","2018 b","Ostorhinchus cyanosoma",42
"3713","Katza","7","2018 b","Ostorhinchus nigrofasciatus",6
"3714","Katza","7","2018 b","Parupeneus forsskali",1
"3715","Katza","7","2018 b","Pomacentrus trichrourus",4
"3716","Katza","7","2018 b","Pseudanthias squamipinnis",10
"3717","Katza","7","2018 b","Pseudocheilinus evanidus",1
"3718","Katza","7","2018 b","Pseudocheilinus hexataenia",3
"3719","Katza","7","2018 b","Pseudochromis olivaceus",4
"3720","Katza","7","2018 b","Pterois radiata",1
"3721","Katza","7","2018 b","Pycnochromis dimidiatus",3
"3722","Katza","7","2018 b","Thalassoma rueppellii",1
"3723","Katza","7","2018 b","Variola louti",1
"3724","Katza","7","2018 b","Zebrasoma xanthurum",1
"3725","Katza","7","2020 a","Cantherhines pardalis",1
"3726","Katza","7","2020 a","Chaetodon austriacus",2
"3727","Katza","7","2020 a","Chaetodon paucifasciatus",2
"3728","Katza","7","2020 a","Coris caudimacula",7
"3729","Katza","7","2020 a","Corythoichthys flavofasciatus",1
"3730","Katza","7","2020 a","Ctenochaetus striatus",1
"3731","Katza","7","2020 a","Diplodus noct",4
"3732","Katza","7","2020 a","Epinephelus fasciatus",2
"3733","Katza","7","2020 a","Gomphosus caeruleus",1
"3734","Katza","7","2020 a","Labroides dimidiatus",1
"3735","Katza","7","2020 a","Lethrinus nebulosus",1
"3736","Katza","7","2020 a","Meiacanthus nigrolineatus",1
"3737","Katza","7","2020 a","Neopomacentrus miryae",3
"3738","Katza","7","2020 a","Ostracion cyanurus",1
"3739","Katza","7","2020 a","Pomacentrus sulfureus",1
"3740","Katza","7","2020 a","Pomacentrus trichrourus",7
"3741","Katza","7","2020 a","Pseudanthias squamipinnis",8
"3742","Katza","7","2020 a","Pseudocheilinus hexataenia",1
"3743","Katza","7","2020 a","Pseudochromis olivaceus",2
"3744","Katza","7","2020 a","Pterois radiata",1
"3745","Katza","7","2020 a","Sargocentron caudimaculatum",1
"3746","Katza","7","2020 a","Scarus ferrugineus",4
"3747","Katza","7","2020 a","Scarus niger",1
"3748","Katza","7","2020 a","Siganus rivulatus",2
"3749","Katza","7","2020 a","Thalassoma rueppellii",2
"3750","Katza","7","2020 a","Tylosurus choram",1
"3751","Katza","7","2020 a","Zebrasoma xanthurum",5
"3752","Katza","7","2020 b","Abudefduf vaigiensis",5
"3753","Katza","7","2020 b","Acanthurus nigrofuscus",3
"3754","Katza","7","2020 b","Amblyglyphidodon indicus",11
"3755","Katza","7","2020 b","Cephalopholis hemistiktos",1
"3756","Katza","7","2020 b","Chaetodon paucifasciatus",1
"3757","Katza","7","2020 b","Cheilodipterus novemstriatus",40
"3758","Katza","7","2020 b","Cheilodipterus quinquelineatus",60
"3759","Katza","7","2020 b","Corythoichthys flavofasciatus",2
"3760","Katza","7","2020 b","Ecsenius frontalis",1
"3761","Katza","7","2020 b","Ecsenius nalolo",1
"3762","Katza","7","2020 b","Epinephelus fasciatus",2
"3763","Katza","7","2020 b","Myripristis murdjan",1
"3764","Katza","7","2020 b","Ostorhinchus cyanosoma",20
"3765","Katza","7","2020 b","Parupeneus forsskali",4
"3766","Katza","7","2020 b","Pomacentrus sulfureus",2
"3767","Katza","7","2020 b","Pomacentrus trichrourus",4
"3768","Katza","7","2020 b","Pseudanthias squamipinnis",11
"3769","Katza","7","2020 b","Pseudocheilinus hexataenia",1
"3770","Katza","7","2020 b","Pseudochromis olivaceus",3
"3771","Katza","7","2020 b","Sargocentron diadema",1
"3772","Katza","7","2020 b","Sufflamen albicaudatum",1
"3773","Katza","7","2020 b","Thalassoma rueppellii",5
"3774","Katza","7","2020 b","Zebrasoma desjardinii",1
"3775","Katza","7","2020 b","Zebrasoma xanthurum",1
"3776","Katza","7","2021 a","Centropyge multispinis",1
"3777","Katza","7","2021 a","Chromis weberi",1
"3778","Katza","7","2021 a","Cirripectes castaneus",2
"3779","Katza","7","2021 a","Corythoichthys flavofasciatus",2
"3780","Katza","7","2021 a","Ctenochaetus striatus",1
"3781","Katza","7","2021 a","Ecsenius frontalis",5
"3782","Katza","7","2021 a","Epinephelus fasciatus",2
"3783","Katza","7","2021 a","Eviota guttata",1
"3784","Katza","7","2021 a","Fusigobius neophytus",2
"3785","Katza","7","2021 a","Gobiodon rivulatus",4
"3786","Katza","7","2021 a","Gomphosus caeruleus",4
"3787","Katza","7","2021 a","Istigobius decoratus",1
"3788","Katza","7","2021 a","Meiacanthus nigrolineatus",2
"3789","Katza","7","2021 a","Neopomacentrus miryae",67
"3790","Katza","7","2021 a","Ostorhinchus cyanosoma",1
"3791","Katza","7","2021 a","Ostorhinchus nigrofasciatus",1
"3792","Katza","7","2021 a","Plagiotremus tapeinosoma",1
"3793","Katza","7","2021 a","Pomacentrus sulfureus",1
"3794","Katza","7","2021 a","Pomacentrus trichrourus",14
"3795","Katza","7","2021 a","Pseudanthias squamipinnis",11
"3796","Katza","7","2021 a","Pseudocheilinus hexataenia",3
"3797","Katza","7","2021 a","Pseudochromis olivaceus",2
"3798","Katza","7","2021 a","Pycnochromis dimidiatus",7
"3799","Katza","7","2021 a","Synodus variegatus",6
"3800","Katza","7","2021 a","Thalassoma rueppellii",16
"3801","Katza","7","2021 a","Zebrasoma xanthurum",2
"3802","Katza","7","2022 b","Amblyglyphidodon indicus",35
"3803","Katza","7","2022 b","Centropyge multispinis",1
"3804","Katza","7","2022 b","Cheilodipterus novemstriatus",34
"3805","Katza","7","2022 b","Cheilodipterus quinquelineatus",3
"3806","Katza","7","2022 b","Chromis viridis",6
"3807","Katza","7","2022 b","Ecsenius frontalis",1
"3808","Katza","7","2022 b","Eviota guttata",2
"3809","Katza","7","2022 b","Fusigobius neophytus",1
"3810","Katza","7","2022 b","Gnatholepis anjerensis",5
"3811","Katza","7","2022 b","Gobiodon rivulatus",2
"3812","Katza","7","2022 b","Myripristis murdjan",2
"3813","Katza","7","2022 b","Ostorhinchus cyanosoma",15
"3814","Katza","7","2022 b","Pomacentrus sulfureus",1
"3815","Katza","7","2022 b","Pomacentrus trichrourus",8
"3816","Katza","7","2022 b","Pseudanthias squamipinnis",8
"3817","Katza","7","2022 b","Pseudochromis olivaceus",2
"3818","Katza","7","2022 b","Pycnochromis dimidiatus",4
"3819","Katza","7","2022 b","Tylosurus choram",2
"3820","Katza","8","2018 b","Abudefduf vaigiensis",3
"3821","Katza","8","2018 b","Acanthurus nigrofuscus",1
"3822","Katza","8","2018 b","Amblyglyphidodon indicus",4
"3823","Katza","8","2018 b","Amphiprion bicinctus",1
"3824","Katza","8","2018 b","Atherinomorus lacunosus",100
"3825","Katza","8","2018 b","Cephalopholis hemistiktos",1
"3826","Katza","8","2018 b","Chaetodon melannotus",2
"3827","Katza","8","2018 b","Cheilodipterus novemstriatus",2
"3828","Katza","8","2018 b","Cirripectes castaneus",1
"3829","Katza","8","2018 b","Corythoichthys flavofasciatus",2
"3830","Katza","8","2018 b","Dascyllus trimaculatus",6
"3831","Katza","8","2018 b","Ecsenius frontalis",4
"3832","Katza","8","2018 b","Ecsenius nalolo",6
"3833","Katza","8","2018 b","Epinephelus fasciatus",2
"3834","Katza","8","2018 b","Exallias brevis",1
"3835","Katza","8","2018 b","Gobiodon rivulatus",2
"3836","Katza","8","2018 b","Gymnothorax griseus",1
"3837","Katza","8","2018 b","Meiacanthus nigrolineatus",1
"3838","Katza","8","2018 b","Ostorhinchus cyanosoma",13
"3839","Katza","8","2018 b","Pomacentrus sulfureus",2
"3840","Katza","8","2018 b","Pomacentrus trichrourus",4
"3841","Katza","8","2018 b","Pseudocheilinus hexataenia",2
"3842","Katza","8","2018 b","Pseudochromis olivaceus",1
"3843","Katza","8","2018 b","Rhinecanthus assasi",1
"3844","Katza","8","2018 b","Scarus niger",1
"3845","Katza","8","2018 b","Stegastes lacrymatus",1
"3846","Katza","8","2018 b","Stethojulis albovittata",1
"3847","Katza","8","2018 b","Thalassoma rueppellii",5
"3848","Katza","8","2018 b","Zebrasoma xanthurum",2
"3849","Katza","8","2020 b","Balistapus undulatus",1
"3850","Katza","8","2020 b","Chaetodon fasciatus",1
"3851","Katza","8","2020 b","Cheilinus lunulatus",1
"3852","Katza","8","2020 b","Cheilodipterus novemstriatus",21
"3853","Katza","8","2020 b","Cheilodipterus quinquelineatus",1
"3854","Katza","8","2020 b","Chrysiptera unimaculata",1
"3855","Katza","8","2020 b","Corythoichthys flavofasciatus",1
"3856","Katza","8","2020 b","Ctenochaetus striatus",2
"3857","Katza","8","2020 b","Dascyllus trimaculatus",2
"3858","Katza","8","2020 b","Ecsenius frontalis",1
"3859","Katza","8","2020 b","Ecsenius nalolo",2
"3860","Katza","8","2020 b","Epinephelus fasciatus",2
"3861","Katza","8","2020 b","Eviota guttata",7
"3862","Katza","8","2020 b","Gerres oyena",7
"3863","Katza","8","2020 b","Gnatholepis anjerensis",2
"3864","Katza","8","2020 b","Istigobius decoratus",12
"3865","Katza","8","2020 b","Koumansetta hectori",1
"3866","Katza","8","2020 b","Labroides dimidiatus",3
"3867","Katza","8","2020 b","Neoglyphidodon melas",1
"3868","Katza","8","2020 b","Ostorhinchus cyanosoma",26
"3869","Katza","8","2020 b","Ostracion cyanurus",1
"3870","Katza","8","2020 b","Pomacentrus sulfureus",2
"3871","Katza","8","2020 b","Pomacentrus trichrourus",2
"3872","Katza","8","2020 b","Pseudocheilinus hexataenia",2
"3873","Katza","8","2020 b","Pseudochromis olivaceus",3
"3874","Katza","8","2020 b","Scarus ferrugineus",1
"3875","Katza","8","2020 b","Stegastes lacrymatus",3
"3876","Katza","8","2020 b","Sufflamen albicaudatum",1
"3877","Katza","8","2020 b","Taeniura lymma",1
"3878","Katza","8","2020 b","Thalassoma rueppellii",8
"3879","Katza","8","2020 b","Tripterygiidae sp.",1
"3880","Katza","8","2020 b","Zebrasoma xanthurum",3
"3881","Katza","8","2021 a","Abudefduf vaigiensis",2
"3882","Katza","8","2021 a","Acanthurus nigrofuscus",1
"3883","Katza","8","2021 a","Amphiprion bicinctus",3
"3884","Katza","8","2021 a","Chaetodon trifascialis",1
"3885","Katza","8","2021 a","Cheilodipterus novemstriatus",1
"3886","Katza","8","2021 a","Corythoichthys flavofasciatus",3
"3887","Katza","8","2021 a","Dascyllus trimaculatus",2
"3888","Katza","8","2021 a","Diplodus noct",1
"3889","Katza","8","2021 a","Ecsenius nalolo",2
"3890","Katza","8","2021 a","Epinephelus fasciatus",2
"3891","Katza","8","2021 a","Gobiodon rivulatus",1
"3892","Katza","8","2021 a","Neoglyphidodon melas",2
"3893","Katza","8","2021 a","Parupeneus forsskali",1
"3894","Katza","8","2021 a","Pomacentrus sulfureus",1
"3895","Katza","8","2021 a","Pomacentrus trichrourus",8
"3896","Katza","8","2021 a","Pomacentrus trilineatus",3
"3897","Katza","8","2021 a","Sargocentron diadema",1
"3898","Katza","8","2021 a","Siganus rivulatus",5
"3899","Katza","8","2021 a","Stegastes lacrymatus",1
"3900","Katza","8","2021 a","Stethojulis albovittata",1
"3901","Katza","8","2021 a","Thalassoma rueppellii",5
"3902","Katza","8","2021 a","Zebrasoma xanthurum",1
"3903","Katza","8","2022 b","Acanthurus nigrofuscus",1
"3904","Katza","8","2022 b","Alloblennius pictus",1
"3905","Katza","8","2022 b","Amphiprion bicinctus",1
"3906","Katza","8","2022 b","Chaetodon austriacus",2
"3907","Katza","8","2022 b","Chaetodon fasciatus",3
"3908","Katza","8","2022 b","Chaetodon paucifasciatus",1
"3909","Katza","8","2022 b","Cheilodipterus novemstriatus",14
"3910","Katza","8","2022 b","Cirripectes castaneus",1
"3911","Katza","8","2022 b","Corythoichthys flavofasciatus",1
"3912","Katza","8","2022 b","Dascyllus trimaculatus",1
"3913","Katza","8","2022 b","Fusigobius neophytus",1
"3914","Katza","8","2022 b","Gnatholepis anjerensis",1
"3915","Katza","8","2022 b","Istigobius decoratus",5
"3916","Katza","8","2022 b","Ostorhinchus cyanosoma",5
"3917","Katza","8","2022 b","Paracirrhites forsteri",1
"3918","Katza","8","2022 b","Parupeneus forsskali",1
"3919","Katza","8","2022 b","Pomacentrus sulfureus",1
"3920","Katza","8","2022 b","Pomacentrus trichrourus",2
"3921","Katza","8","2022 b","Pseudocheilinus hexataenia",1
"3922","Katza","8","2022 b","Pseudochromis olivaceus",1
"3923","Katza","8","2022 b","Scarus fuscopurpureus",1
"3924","Katza","8","2022 b","Stegastes lacrymatus",1
"3925","Katza","8","2022 b","Synodus variegatus",1
"3926","Katza","8","2022 b","Thalassoma rueppellii",3
"3927","Katza","8","2022 b","Tripterygiidae sp.",1
"3928","Katza","8","2022 b","Zebrasoma xanthurum",1
"3929","Katza","9","2018 b","Acanthurus nigrofuscus",3
"3930","Katza","9","2018 b","Amblyglyphidodon flavilatus",11
"3931","Katza","9","2018 b","Amblyglyphidodon indicus",31
"3932","Katza","9","2018 b","Amblygobius albimaculatus",1
"3933","Katza","9","2018 b","Canthigaster pygmaea",3
"3934","Katza","9","2018 b","Cheilodipterus quinquelineatus",2
"3935","Katza","9","2018 b","Chrysiptera unimaculata",1
"3936","Katza","9","2018 b","Cirripectes castaneus",3
"3937","Katza","9","2018 b","Corythoichthys flavofasciatus",4
"3938","Katza","9","2018 b","Dascyllus trimaculatus",1
"3939","Katza","9","2018 b","Ecsenius frontalis",2
"3940","Katza","9","2018 b","Ecsenius gravieri",2
"3941","Katza","9","2018 b","Ecsenius nalolo",4
"3942","Katza","9","2018 b","Epinephelus fasciatus",2
"3943","Katza","9","2018 b","Epinephelus tauvina",1
"3944","Katza","9","2018 b","Fistularia commersonii",1
"3945","Katza","9","2018 b","Istigobius decoratus",1
"3946","Katza","9","2018 b","Labroides dimidiatus",1
"3947","Katza","9","2018 b","Lotilia graciliosa",1
"3948","Katza","9","2018 b","Meiacanthus nigrolineatus",2
"3949","Katza","9","2018 b","Myripristis murdjan",7
"3950","Katza","9","2018 b","Neoglyphidodon melas",1
"3951","Katza","9","2018 b","Neopomacentrus miryae",5
"3952","Katza","9","2018 b","Ostorhinchus cyanosoma",73
"3953","Katza","9","2018 b","Pomacentrus sulfureus",4
"3954","Katza","9","2018 b","Pomacentrus trichrourus",12
"3955","Katza","9","2018 b","Pomacentrus trilineatus",1
"3956","Katza","9","2018 b","Pseudocheilinus hexataenia",2
"3957","Katza","9","2018 b","Pseudochromis olivaceus",1
"3958","Katza","9","2018 b","Pseudochromis springeri",1
"3959","Katza","9","2018 b","Pterois miles",1
"3960","Katza","9","2018 b","Sargocentron diadema",2
"3961","Katza","9","2018 b","Stegastes lacrymatus",3
"3962","Katza","9","2018 b","Stethojulis albovittata",1
"3963","Katza","9","2018 b","Thalassoma rueppellii",5
"3964","Katza","9","2018 b","Zebrasoma desjardinii",1
"3965","Katza","9","2020 b","Abudefduf vaigiensis",2
"3966","Katza","9","2020 b","Acanthurus nigrofuscus",3
"3967","Katza","9","2020 b","Amblyglyphidodon indicus",3
"3968","Katza","9","2020 b","Atrosalarias fuscus",1
"3969","Katza","9","2020 b","Cheilodipterus quinquelineatus",4
"3970","Katza","9","2020 b","Cirripectes castaneus",1
"3971","Katza","9","2020 b","Dascyllus trimaculatus",1
"3972","Katza","9","2020 b","Ecsenius nalolo",3
"3973","Katza","9","2020 b","Epinephelus fasciatus",3
"3974","Katza","9","2020 b","Eviota guttata",3
"3975","Katza","9","2020 b","Gobiodon rivulatus",2
"3976","Katza","9","2020 b","Istigobius decoratus",9
"3977","Katza","9","2020 b","Myripristis murdjan",9
"3978","Katza","9","2020 b","Ostorhinchus cyanosoma",2
"3979","Katza","9","2020 b","Pomacentrus trichrourus",1
"3980","Katza","9","2020 b","Pseudocheilinus hexataenia",1
"3981","Katza","9","2020 b","Pseudochromis olivaceus",1
"3982","Katza","9","2020 b","Sargocentron diadema",3
"3983","Katza","9","2020 b","Thalassoma rueppellii",4
"3984","Katza","9","2020 b","Zebrasoma xanthurum",2
